id_periodo,anio,numero_semana,fecha_inicio,fecha_fin
1311,2025,6,2025-02-09,2025-02-15
1312,2025,7,2025-02-16,2025-02-22
1313,2025,8,2025-02-23,2025-03-01
1314,2025,9,2025-03-02,2025-03-08
1315,2025,10,2025-03-09,2025-03-15
1316,2025,11,2025-03-16,2025-03-22
1317,2025,12,2025-03-23,2025-03-29
1318,2025,13,2025-03-30,2025-04-05
1319,2025,14,2025-04-06,2025-04-12
1320,2025,15,2025-04-13,2025-04-19
1321,2025,16,2025-04-20,2025-04-26
1322,2025,17,2025-04-27,2025-05-03
1323,2025,18,2025-05-04,2025-05-10
1324,2025,19,2025-05-11,2025-05-17
1325,2025,20,2025-05-18,2025-05-24
1326,2025,21,2025-05-25,2025-05-31
1327,2025,22,2025-06-01,2025-06-07
1328,2025,23,2025-06-08,2025-06-14
1329,2025,24,2025-06-15,2025-06-21
1330,2025,25,2025-06-22,2025-06-28
1331,2025,26,2025-06-29,2025-07-05
1332,2025,27,2025-07-06,2025-07-12
1333,2025,28,2025-07-13,2025-07-19
1334,2025,29,2025-07-20,2025-07-26
1335,2025,30,2025-07-27,2025-08-02
1336,2025,31,2025-08-03,2025-08-09
1337,2025,32,2025-08-10,2025-08-16
1338,2025,33,2025-08-17,2025-08-23
1339,2025,34,2025-08-24,2025-08-30
1340,2025,35,2025-08-31,2025-09-06
1341,2025,36,2025-09-07,2025-09-13
1342,2025,37,2025-09-14,2025-09-20
1343,2025,38,2025-09-21,2025-09-27
1344,2025,39,2025-09-28,2025-10-04
1345,2025,40,2025-10-05,2025-10-11
1346,2025,41,2025-10-12,2025-10-18
1347,2025,42,2025-10-19,2025-10-25
1348,2025,43,2025-10-26,2025-11-01
1349,2025,44,2025-11-02,2025-11-08
1350,2025,45,2025-11-09,2025-11-15
1351,2025,46,2025-11-16,2025-11-22
1352,2025,47,2025-11-23,2025-11-29
1353,2025,48,2025-11-30,2025-12-06
1354,2025,49,2025-12-07,2025-12-13
1355,2025,50,2025-12-14,2025-12-20
1356,2025,51,2025-12-21,2025-12-27
1357,2025,52,2025-12-28,2026-01-03
1358,2026,1,2026-01-04,2026-01-10
1359,2026,2,2026-01-11,2026-01-17
1360,2026,3,2026-01-18,2026-01-24
1361,2026,4,2026-01-25,2026-01-31
1362,2026,5,2026-02-01,2026-02-07
1363,2026,6,2026-02-08,2026-02-14
1364,2026,7,2026-02-15,2026-02-21
1365,2026,8,2026-02-22,2026-02-28
1366,2026,9,2026-03-01,2026-03-07
1367,2026,10,2026-03-08,2026-03-14
1368,2026,11,2026-03-15,2026-03-21
1369,2026,12,2026-03-22,2026-03-28
1370,2026,13,2026-03-29,2026-04-04
1371,2026,14,2026-04-05,2026-04-11
1372,2026,15,2026-04-12,2026-04-18
1373,2026,16,2026-04-19,2026-04-25
1374,2026,17,2026-04-26,2026-05-02
1375,2026,18,2026-05-03,2026-05-09
1376,2026,19,2026-05-10,2026-05-16
1377,2026,20,2026-05-17,2026-05-23
1378,2026,21,2026-05-24,2026-05-30
1379,2026,22,2026-05-31,2026-06-06
1380,2026,23,2026-06-07,2026-06-13
1381,2026,24,2026-06-14,2026-06-20
1382,2026,25,2026-06-21,2026-06-27
1383,2026,26,2026-06-28,2026-07-04
1384,2026,27,2026-07-05,2026-07-11
1385,2026,28,2026-07-12,2026-07-18
1386,2026,29,2026-07-19,2026-07-25
1387,2026,30,2026-07-26,2026-08-01
1388,2026,31,2026-08-02,2026-08-08
1389,2026,32,2026-08-09,2026-08-15
1390,2026,33,2026-08-16,2026-08-22
1391,2026,34,2026-08-23,2026-08-29
1392,2026,35,2026-08-30,2026-09-05
1393,2026,36,2026-09-06,2026-09-12
1394,2026,37,2026-09-13,2026-09-19
1395,2026,38,2026-09-20,2026-09-26
1396,2026,39,2026-09-27,2026-10-03
1397,2026,40,2026-10-04,2026-10-10
1398,2026,41,2026-10-11,2026-10-17
1399,2026,42,2026-10-18,2026-10-24
1400,2026,43,2026-10-25,2026-10-31
1401,2026,44,2026-11-01,2026-11-07
1402,2026,45,2026-11-08,2026-11-14
1403,2026,46,2026-11-15,2026-11-21
1404,2026,47,2026-11-22,2026-11-28
1405,2026,48,2026-11-29,2026-12-05
1406,2026,49,2026-12-06,2026-12-12
1407,2026,50,2026-12-13,2026-12-19
1408,2026,51,2026-12-20,2026-12-26
1409,2026,52,2026-12-27,2027-01-02
